type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a8844f87-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a8844f87-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a8844f87-bbfe-11e6-a6af-04012ac90e01	1437	LAF 2603	Louis Agassiz Fuertes		male					present	study skin							From the collection of Louis Agassiz Fuertes.											1911-05-28		148	148	1911	5	28	1911-05-28								South America | Colombia | Tolima |  |  |  |  |	South America				Colombia	CO	Tolima			Honda, Magdalena Valley	South America | Colombia | Tolima | Honda, Magdalena Valley											5.203865	-74.73731	WGS84	2466										2017-10-23		Google Earth	requires verification																														Colinus cristatus leucotis					Animalia | Chordata | Aves | Galliformes | Odontophoridae | Colinus	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Colinus		cristatus	leucotis	subspecies				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a886a56a-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a886a56a-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a886a56a-bbfe-11e6-a6af-04012ac90e01	2415	LAF 2653	Louis Agassiz Fuertes		male					present	study skin																		1911-06-04		155	155	1911	6	4	1911-06-04					'Baranquilla'			South America | Colombia | Atlantico |  |  |  |  |	South America				Colombia	CO	Atlántico			Barranquilla	South America | Colombia | Atlantico | Barranquilla											11.004107	-74.806981	WGS84	4555										2018-02-14		Google Earth	requires verification																														Burhinus bistriatus vocifer					Animalia | Chordata | Aves | Charadriiformes | Burhinidae | Burhinus	Animalia	Chordata	Aves	Charadriiformes	Burhinidae	Burhinus		bistriatus	vocifer	subspecies				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a887657d-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a887657d-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a887657d-bbfe-11e6-a6af-04012ac90e01	3027	LAF 2351	Louis Agassiz Fuertes		male					present	study skin							From the collection of Louis Agassiz Fuertes.											1911-04-12		102	102	1911	4	12	1911-04-12								South America | Colombia | Valle del Cauca |  |  |  |  |	South America				Colombia	CO	Valle del Cauca			Palmira; Valle	South America | Colombia | Valle del Cauca | Palmira; Valle											3.53	-76.3	WGS84	5088										2017-07-26	Georeferencing Quick Reference Guide Version 2012-10-08	Google Earth	requires verification																														Columba cayennensis					Animalia | Chordata | Aves | Columbiformes | Columbidae | Columba	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba		cayennensis		species				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a8879514-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a8879514-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a8879514-bbfe-11e6-a6af-04012ac90e01	3143	LAF 2368	Louis Agassiz Fuertes		male					present	study skin							From the collection of Louis Agassiz Fuertes.											1911-04-13		103	103	1911	4	13	1911-04-13								South America | Colombia | Valle del Cauca |  |  |  |  |	South America				Colombia	CO	Valle del Cauca			Palmira; Valle	South America | Colombia | Valle del Cauca | Palmira; Valle											3.53	-76.3	WGS84	5088										2017-07-26	Georeferencing Quick Reference Guide Version 2012-10-08	Google Earth	requires verification																														Ara severa castaneifrons					Animalia | Chordata | Aves | Psittaciformes | Psittacidae | Ara	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara		severa	castaneifrons	subspecies				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a8879f76-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a8879f76-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a8879f76-bbfe-11e6-a6af-04012ac90e01	3173	LAF 2330	Louis Agassiz Fuertes		male					present	study skin							From the collection of Louis Agassiz Fuertes.											1911-04-04		94	94	1911	4	4	1911-04-04								South America | Colombia | Narino |  |  |  |  |	South America				Colombia	CO	Nariño			San Antonio	South America | Colombia | Narino | San Antonio											3.467929	-76.54546	WGS84	3558260										2017-08-28		Google Earth	requires verification																														Aratinga wagleri wagleri					Animalia | Chordata | Aves | Psittaciformes | Psittacidae | Aratinga	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Aratinga		wagleri	wagleri	subspecies				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a887a0c5-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a887a0c5-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a887a0c5-bbfe-11e6-a6af-04012ac90e01	3174	LAF 2370	Louis Agassiz Fuertes		male					present	study skin							From the collection of Louis Agassiz Fuertes.											1911-04-14		104	104	1911	4	14	1911-04-14								South America | Colombia | Valle del Cauca |  |  |  |  |	South America				Colombia	CO	Valle del Cauca			Palmira; Valle	South America | Colombia | Valle del Cauca | Palmira; Valle											3.53	-76.3	WGS84	5088										2017-07-26	Georeferencing Quick Reference Guide Version 2012-10-08	Google Earth	requires verification																														Aratinga wagleri wagleri					Animalia | Chordata | Aves | Psittaciformes | Psittacidae | Aratinga	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Aratinga		wagleri	wagleri	subspecies				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a887d703-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a887d703-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a887d703-bbfe-11e6-a6af-04012ac90e01	3301	LAF 2350	Louis Agassiz Fuertes		male					present	study skin							From the collection of Louis Agassiz Fuertes.											1911-04-11		101	101	1911	4	11	1911-04-11								South America | Colombia | Valle del Cauca |  |  |  |  |	South America				Colombia	CO	Valle del Cauca			Palmira; Valle	South America | Colombia | Valle del Cauca | Palmira; Valle											3.53	-76.3	WGS84	5088										2017-07-26	Georeferencing Quick Reference Guide Version 2012-10-08	Google Earth	requires verification																														Coccyzus melacoryphus					Animalia | Chordata | Aves | Cuculiformes | Cuculidae | Coccyzus	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccyzus		melacoryphus		species				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a887d955-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a887d955-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a887d955-bbfe-11e6-a6af-04012ac90e01	3302	LAF 2352	Louis Agassiz Fuertes		male					present	study skin							From the collection of Louis Agassiz Fuertes.											1911-04-13		103	103	1911	4	13	1911-04-13								South America | Colombia | Valle del Cauca |  |  |  |  |	South America				Colombia	CO	Valle del Cauca			Palmira; Valle	South America | Colombia | Valle del Cauca | Palmira; Valle											3.53	-76.3	WGS84	5088										2017-07-26	Georeferencing Quick Reference Guide Version 2012-10-08	Google Earth	requires verification																														Coccyzus melacoryphus					Animalia | Chordata | Aves | Cuculiformes | Cuculidae | Coccyzus	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccyzus		melacoryphus		species				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a8c3290b-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a8c3290b-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a8c3290b-bbfe-11e6-a6af-04012ac90e01	6654		Louis Agassiz Fuertes		male					present	study skin																		1911-04-15		105	105	1911	4	15	1911-04-15								South America | Colombia | Valle del Cauca |  |  |  |  |	South America				Colombia	CO	Valle del Cauca			Palmira; Valle	South America | Colombia | Valle del Cauca | Palmira; Valle											3.53	-76.3	WGS84	5088										2017-07-26	Georeferencing Quick Reference Guide Version 2012-10-08	Google Earth	requires verification																														Picumnus granadensis granadensis					Animalia | Chordata | Aves | Piciformes | Picidae | Picumnus	Animalia	Chordata	Aves	Piciformes	Picidae	Picumnus		granadensis	granadensis	subspecies				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
PhysicalObject	2018-03-22	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Bird Collection. Record ID: a8c32a50-bbfe-11e6-a6af-04012ac90e01. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/bird?id=a8c32a50-bbfe-11e6-a6af-04012ac90e01	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/dgz7-03ew		CUMV	Bird		PreservedSpecimen				a8c32a50-bbfe-11e6-a6af-04012ac90e01	6657		Louis Agassiz Fuertes		male					present	study skin																		1911-06-02		153	153	1911	6	2	1911-06-02								South America | Colombia | Bolivar |  |  |  |  |	South America				Colombia	CO	Bolívar			Calamar, Magdalena River	South America | Colombia | Bolivar | Calamar, Magdalena River											10.249053	-74.914606	WGS84	3557										2017-10-04		Google Earth	requires verification																														Picumnus cinnamomeus cinnamomeus					Animalia | Chordata | Aves | Piciformes | Picidae | Picumnus	Animalia	Chordata	Aves	Piciformes	Picidae	Picumnus		cinnamomeus	cinnamomeus	subspecies				ICZN									male		Cornell University Museum of Vertebrates. CUMV Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird (source published on 2018-07-02)	f96a6f8c-b992-4159-8039-db8f30bac985	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	2018-07-02	2018-07-03	2018-01-08	0	0	0	0	0	specimen	0
